ID_рейса,Дата,Регион_отправления,Регион_назначения,Тип_груза,Вид_транспорта,Перевозчик,Вес_тонн,Расстояние_км,Стоимость_тенге
HYR-20252702,2025-03-19 22:17,ВИЭ-Кластер Абай (Мангистау),Промзона Курык (Hyrasia HQ),Модули электролизеров (Водород),Морской фрахт,Kuryk Port Logistics,13.07,267,114900.0
HYR-20252703,2025-10-18 09:44,Порт Актау,Порт Баку (Азербайджан),Зеленый аммиак (ЖД цистерны),Морской фрахт,Svevind Global Transport,48.18,515,1280100.0
HYR-20252704,2025-04-10 07:00,Атырау (Нефтемаш),Астана (Логистический хаб),Зеленый аммиак (ЖД цистерны),Автотранспорт (Трал),Svevind Global Transport,7.23,2072,794000.0
HYR-20252705,2025-12-15 20:47,Атырау (Нефтемаш),Жанаозен,Солнечные панели и инверторы,Автотранспорт (Трал),KazMano-Trans LLC,19.79,345,289200.0
HYR-20252706,2025-08-22 22:11,ВИЭ-Кластер Абай (Мангистау),Астана (Логистический хаб),Солнечные панели и инверторы,Автотранспорт (Трал),Caspian Sea Logistics,24.25,2240,1758000.0
HYR-20252707,2025-05-26 08:49,Порт Актау,ВИЭ-Кластер Рахым (Мангистау),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Контейнеровоз),Kuryk Port Logistics,30.94,67,93600.0
HYR-20252708,2025-06-28 17:14,Порт Актау,Порт Баку (Азербайджан),Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),Kuryk Port Logistics,62.92,445,1097200.0
HYR-20252709,2025-12-30 11:26,Промзона Курык (Hyrasia HQ),Жанаозен,Солнечные панели и инверторы,Морской фрахт,KazMano-Trans LLC,9.06,99,30400.0
HYR-20252710,2025-02-12 12:15,ВИЭ-Кластер Абай (Мангистау),Атырау (Нефтемаш),Модули электролизеров (Водород),Автотранспорт (Контейнеровоз),Mangystau Cargo Express,15.14,394,452500.0
HYR-20252711,2025-08-05 08:53,ВИЭ-Кластер Рахым (Мангистау),ВИЭ-Кластер Абай (Мангистау),Солнечные панели и инверторы,Ж/Д транспорт,Kuryk Port Logistics,17.18,187,115600.0
HYR-20252712,2025-04-28 17:30,Жанаозен,Порт Актау,Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Трал),SilkWay Heavy Haulage,30.44,91,132300.0
HYR-20252713,2025-05-04 02:01,Порт Баку (Азербайджан),Астана (Логистический хаб),Оборудование опреснения воды,Ж/Д транспорт,Mangystau Cargo Express,8.64,549,193200.0
HYR-20252714,2025-04-07 08:11,Атырау (Нефтемаш),Порт Актау,Модули электролизеров (Водород),Автотранспорт (Трал),Mangystau Cargo Express,62.93,363,1158100.0
HYR-20252715,2025-11-12 03:50,ВИЭ-Кластер Рахым (Мангистау),Порт Роттердам (Нидерланды),Оборудование опреснения воды,Морской фрахт,KazMano-Trans LLC,38.59,4155,7619600.0
HYR-20252716,2025-08-24 16:24,Атырау (Нефтемаш),ВИЭ-Кластер Абай (Мангистау),Модули электролизеров (Водород),Автотранспорт (Трал),KazMano-Trans LLC,53.8,188,478000.0
HYR-20252717,2025-10-23 20:09,Астана (Логистический хаб),Атырау (Нефтемаш),Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,51.35,1871,3962200.0
HYR-20252718,2025-03-20 22:48,Атырау (Нефтемаш),Порт Актау,Спецтехника и металлоконструкции,Морской фрахт,KazMano-Trans LLC,44.65,357,581700.0
HYR-20252719,2025-08-03 07:37,Атырау (Нефтемаш),Промзона Курык (Hyrasia HQ),Спецтехника и металлоконструкции,Автотранспорт (Трал),KazMano-Trans LLC,59.26,188,533000.0
HYR-20252720,2025-12-07 20:34,Промзона Курык (Hyrasia HQ),Порт Роттердам (Нидерланды),Компоненты ветротурбин (Лопасти/Башни),Морской фрахт,KazMano-Trans LLC,59.14,4115,10614700.0
HYR-20252721,2025-09-22 07:16,ВИЭ-Кластер Рахым (Мангистау),Порт Роттердам (Нидерланды),Солнечные панели и инверторы,Морской фрахт,Kuryk Port Logistics,12.67,3988,1945600.0
HYR-20252722,2025-07-06 21:50,Астана (Логистический хаб),Порт Роттердам (Нидерланды),Оборудование опреснения воды,Морской фрахт,KazMano-Trans LLC,59.12,4150,9381200.0
HYR-20252723,2025-06-23 02:03,Порт Актау,Порт Роттердам (Нидерланды),Оборудование опреснения воды,Ж/Д транспорт,KazMano-Trans LLC,36.43,4131,4945500.0
HYR-20252724,2025-05-17 09:36,Порт Актау,ВИЭ-Кластер Рахым (Мангистау),Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),Mangystau Cargo Express,21.08,76,56600.0
HYR-20252725,2025-01-17 00:51,Астана (Логистический хаб),Порт Роттердам (Нидерланды),Компоненты ветротурбин (Лопасти/Башни),Морской фрахт,Mangystau Cargo Express,41.51,4183,8306200.0
HYR-20252726,2025-02-22 09:31,Порт Роттердам (Нидерланды),ВИЭ-Кластер Рахым (Мангистау),Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,21.85,3623,3581900.0
HYR-20252727,2025-01-14 04:30,ВИЭ-Кластер Абай (Мангистау),ВИЭ-Кластер Рахым (Мангистау),Зеленый аммиак (ЖД цистерны),Автотранспорт (Трал),Svevind Global Transport,33.74,317,416000.0
HYR-20252728,2025-09-02 17:34,Порт Роттердам (Нидерланды),Жанаозен,Зеленый аммиак (ЖД цистерны),Морской фрахт,SilkWay Heavy Haulage,53.99,3711,10198700.0
HYR-20252729,2025-06-23 23:41,ВИЭ-Кластер Рахым (Мангистау),Атырау (Нефтемаш),Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),Kuryk Port Logistics,6.93,233,68000.0
HYR-20252730,2025-09-15 05:36,Атырау (Нефтемаш),Порт Роттердам (Нидерланды),Зеленый аммиак (ЖД цистерны),Морской фрахт,Kuryk Port Logistics,15.99,3926,3130100.0
HYR-20252731,2025-03-28 18:12,Порт Актау,Промзона Курык (Hyrasia HQ),Оборудование опреснения воды,Ж/Д транспорт,Kuryk Port Logistics,62.39,60,185400.0
HYR-20252732,2025-07-06 04:03,Промзона Курык (Hyrasia HQ),Порт Баку (Азербайджан),Спецтехника и металлоконструкции,Автотранспорт (Трал),Caspian Sea Logistics,31.71,640,1563500.0
HYR-20252733,2025-03-20 11:20,Порт Роттердам (Нидерланды),Порт Актау,Оборудование опреснения воды,Ж/Д транспорт,SilkWay Heavy Haulage,23.2,4156,4940900.0
HYR-20252734,2025-12-09 12:16,Атырау (Нефтемаш),Астана (Логистический хаб),Компоненты ветротурбин (Лопасти/Башни),Морской фрахт,SilkWay Heavy Haulage,60.4,1991,5649200.0
HYR-20252735,2025-12-21 01:30,Порт Баку (Азербайджан),Атырау (Нефтемаш),Модули электролизеров (Водород),Автотранспорт (Контейнеровоз),KazMano-Trans LLC,59.67,541,1573300.0
HYR-20252736,2025-11-01 03:45,ВИЭ-Кластер Абай (Мангистау),Атырау (Нефтемаш),Солнечные панели и инверторы,Морской фрахт,KazMano-Trans LLC,7.65,204,77100.0
HYR-20252737,2025-02-28 19:43,Астана (Логистический хаб),Промзона Курык (Hyrasia HQ),Модули электролизеров (Водород),Морской фрахт,KazMano-Trans LLC,26.75,2087,1910900.0
HYR-20252738,2025-12-10 20:44,Атырау (Нефтемаш),Порт Актау,Оборудование опреснения воды,Морской фрахт,Svevind Global Transport,59.77,173,387800.0
HYR-20252739,2025-10-16 02:01,ВИЭ-Кластер Абай (Мангистау),Атырау (Нефтемаш),Солнечные панели и инверторы,Ж/Д транспорт,Kuryk Port Logistics,15.79,217,111700.0
HYR-20252740,2025-07-20 20:20,ВИЭ-Кластер Абай (Мангистау),ВИЭ-Кластер Рахым (Мангистау),Оборудование опреснения воды,Ж/Д транспорт,KazMano-Trans LLC,39.69,124,170900.0
HYR-20252741,2025-06-25 21:57,Порт Актау,Жанаозен,Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Контейнеровоз),Caspian Sea Logistics,24.25,244,292600.0
HYR-20252742,2025-05-17 00:37,Порт Актау,ВИЭ-Кластер Абай (Мангистау),Спецтехника и металлоконструкции,Автотранспорт (Трал),Mangystau Cargo Express,49.19,77,203300.0
HYR-20252743,2025-08-29 18:29,ВИЭ-Кластер Рахым (Мангистау),Астана (Логистический хаб),Солнечные панели и инверторы,Автотранспорт (Трал),Caspian Sea Logistics,14.5,2034,1381500.0
HYR-20252744,2025-12-01 12:45,Порт Баку (Азербайджан),Порт Роттердам (Нидерланды),Оборудование опреснения воды,Автотранспорт (Контейнеровоз),Svevind Global Transport,40.76,3888,8264700.0
HYR-20252745,2025-10-31 19:10,Астана (Логистический хаб),Атырау (Нефтемаш),Зеленый аммиак (ЖД цистерны),Морской фрахт,KazMano-Trans LLC,5.0,1865,462200.0
